platform_id,video_id,watch_count,total_time_watched,price_per_watch
1,813,891867,29431611,0.25
160,1094,2002,28028,0.41
65,1661,790935,45874230,0.14
108,691,786205,47172300,0.11
1,839,864459,6051213,0.16
23,1239,34847,836328,0.45
161,202,1501,27018,0.1
83,1121,134934,2024010,0.29
161,492,1505,63210,0.13
80,1175,239677,13661589,0.3
144,390,668421,34757892,0.33
22,759,518811,30609849,0.37
19,1541,572350,26328100,0.22
114,254,259488,3113856,0.45
161,1393,1497,41916,0.22
149,452,381290,16014180,0.2
135,1636,255228,13527084,0.18
11,975,333326,3333260,0.44
162,383,1500,60000,0.13
158,241,1496,14960,0.46
145,375,192407,962035,0.16
47,330,634021,20288672,0.47
66,1373,822251,27956534,0.26
158,101,1497,23952,0.25
79,234,954215,26718020,0.48
68,686,581551,9304816,0.28
158,289,1500,10500,0.36
92,231,293556,10274460,0.38
88,68,397694,13123902,0.46
9,771,935984,47735184,0.16
25,1735,361107,9388782,0.44
118,1129,14664,307944,0.49
119,290,719718,15833796,0.18
162,758,1504,15040,0.16
161,621,1502,34546,0.21
21,929,702122,10531830,0.47
160,370,1998,93906,0.31
1,1545,135085,4322720,0.18
78,1190,249923,7747613,0.15
58,479,306306,15927912,0.46
159,921,1513,65059,0.2
133,1321,288355,7785585,0.18
162,1696,1496,19448,0.14
26,1998,89237,4729561,0.2
80,1842,199336,11362152,0.12
159,1994,1509,40743,0.14
119,1272,988001,29640030,0.42
160,1362,2005,10025,0.13
161,1452,1503,48096,0.31
161,1100,1499,62958,0.32
151,357,538282,13995332,0.23
161,19,1500,81000,0.16
78,247,118021,2242399,0.33
105,1580,574749,17242470,0.13
41,1431,178434,1427472,0.41
150,712,76933,3000387,0.19
1,219,805591,6444728,0.3
159,1745,1505,12040,0.49
158,1731,1497,50898,0.31
26,62,650026,15600624,0.46
87,1197,539037,15632073,0.38
139,1174,397379,16292539,0.22
42,1260,163012,9617708,0.3
139,363,7812,93744,0.49
162,761,1501,25517,0.49
3,1632,725060,22476860,0.14
158,85,1496,47872,0.37
62,125,407355,10183875,0.5
125,480,38193,993018,0.38
162,1809,1502,67590,0.13
20,1875,411175,16447000,0.24
159,1108,1509,90540,0.27
95,1823,875493,23638311,0.24
112,1452,747552,23921664,0.2
161,1084,1502,42056,0.4
147,86,714547,24294598,0.32
25,766,501027,2505135,0.1
9,1301,966868,16436756,0.27
162,1617,1498,34454,0.19
81,1854,200575,10831050,0.11
84,108,752488,43644304,0.11
160,117,2001,36018,0.48
162,575,1500,87000,0.5
100,1625,596698,12530658,0.36
158,739,1503,30060,0.43
118,1537,698255,22344160,0.15
105,1487,908042,34505596,0.47
162,308,1499,89940,0.27
30,205,55006,495054,0.48
162,183,1500,66000,0.27
162,92,1501,28519,0.4
83,516,662432,26497280,0.2
141,746,531657,31899420,0.4
20,150,756962,34820252,0.44
34,729,918032,27540960,0.29
8,979,486078,27706446,0.13
3,1866,761071,8371781,0.29
159,97,1505,70735,0.49
162,1979,1501,18012,0.36
104,220,498166,6974324,0.22
161,1457,1500,72000,0.31
25,712,574216,22394424,0.32
141,931,559739,5597390,0.16
90,1378,149643,3890718,0.18
20,876,290884,7272100,0.5
158,619,1502,30040,0.46
95,1670,629040,11322720,0.48
79,1631,989225,17806050,0.16
162,269,1502,15020,0.25
161,341,1500,22500,0.46
161,1553,1504,33088,0.41
160,1373,1997,67898,0.18
90,560,686932,14425572,0.23
162,136,1500,18000,0.32
157,134,848985,8489850,0.3
81,1930,109566,1314792,0.24
35,1537,598617,19155744,0.36
102,72,570095,9691615,0.25
54,928,164204,8374404,0.24
162,212,1499,80946,0.47
133,803,731596,13168728,0.35
160,1741,2004,100200,0.19
127,1169,706694,39574864,0.13
159,450,1513,21182,0.24
13,203,58737,1292214,0.28
15,1006,577540,22524060,0.14
37,1593,652765,5874885,0.14
112,497,61011,976176,0.38
53,1444,64262,1927860,0.3
158,385,1498,35952,0.34
155,1913,438967,10535208,0.33
159,1878,1503,37575,0.14
158,713,1503,7515,0.45
133,1726,883033,28257056,0.19
159,612,1503,43587,0.34
102,1316,673771,31667237,0.48
160,1148,1998,41958,0.33
10,1181,353822,8491728,0.44
22,1483,175450,3684450,0.21
161,113,1503,84168,0.12
161,1891,1499,88441,0.13
92,660,996052,44822340,0.25
75,849,513716,14384048,0.35
67,1059,106494,2662350,0.36
41,574,851891,37483204,0.41
158,1741,1498,74900,0.11
62,1288,564640,16374560,0.21
161,1964,1505,21070,0.13
10,837,578458,16775282,0.22
96,1297,726560,10171840,0.4
29,1421,245648,11545456,0.11
98,224,309998,8369946,0.38
158,834,1495,86710,0.15
108,1249,69102,829224,0.27
159,1055,1513,75650,0.24
1,1318,944489,16056313,0.44
127,1030,386155,12356960,0.4
158,334,1500,31500,0.42
160,1138,1999,37981,0.35
96,1147,993675,9936750,0.22
54,1777,386114,22008498,0.33
161,1147,1500,15000,0.32
125,1430,301658,2111606,0.16
160,383,2004,80160,0.33
161,682,1500,34500,0.14
6,1420,884368,17687360,0.13
159,780,1508,25636,0.47
110,512,67198,3964682,0.3
161,1236,1500,12000,0.22
67,1567,102033,1734561,0.3
61,342,299146,4188044,0.25
68,1306,783386,40736072,0.33
160,1658,1994,59820,0.25
73,274,195774,10376022,0.11
81,689,485518,11652432,0.15
135,1010,789088,14992672,0.24
42,4,851985,41747265,0.32
116,1247,425746,19158570,0.42
49,2,345450,2072700,0.13
77,1751,637347,20395104,0.37
160,687,2001,34017,0.4
15,1147,491338,4913380,0.26
160,139,2004,24048,0.33
162,1625,1502,31542,0.18
17,844,833698,6669584,0.12
162,1525,1498,73402,0.28
59,728,976328,4881640,0.38
15,737,199797,7792083,0.25
160,314,2001,38019,0.22
11,232,898683,21568392,0.42
129,1832,34375,1581250,0.31
143,119,313063,17218465,0.48
63,8,742302,36372798,0.18
160,1813,2004,12024,0.32
18,596,463784,8811896,0.38
161,682,1502,34546,0.24
91,1266,763924,5347468,0.13
126,1554,376807,4898491,0.39
56,806,247054,6917512,0.19
36,1239,783947,18814728,0.44
160,759,1997,117823,0.44
87,709,546786,10388934,0.21
14,832,43450,869000,0.11
160,610,1998,11988,0.49
73,1017,389836,9356064,0.36
45,588,629460,27696240,0.28
156,1144,395618,3560562,0.3
78,1924,503274,13588398,0.35
131,1909,696335,36905755,0.46
161,1609,1503,63126,0.29
122,846,419527,5034324,0.29
41,155,189835,6644225,0.23
158,1837,1495,79235,0.14
26,74,454509,19089378,0.13
160,389,1999,57971,0.15
111,1211,845521,10991773,0.37
160,651,2002,86086,0.26
159,1357,1511,51374,0.42
54,764,891839,51726662,0.5
24,1996,993691,34779185,0.5
83,1076,425716,10217184,0.25
160,388,2002,54054,0.37
161,855,1502,18024,0.13
27,868,38516,924384,0.47
162,1836,1496,56848,0.33
118,816,480369,3842952,0.29
161,626,1496,77792,0.32
76,897,96935,4555945,0.12
121,1093,217328,6302512,0.16
162,679,1499,76449,0.48
30,1071,618765,17944185,0.39
119,465,274364,6036008,0.28
56,460,754682,21131096,0.39
160,246,2002,42042,0.43
160,42,2004,82164,0.31
82,938,5800,324800,0.37
84,355,209419,1047095,0.46
33,563,19984,199840,0.42
36,225,246216,3939456,0.15
129,1532,498936,23948928,0.12
124,1554,112204,1458652,0.32
158,744,1496,40392,0.28
162,897,1498,70406,0.2
162,1543,1503,28557,0.43
152,702,505508,27802940,0.19
56,561,987160,28627640,0.47
83,370,913902,42953394,0.33
91,897,755768,35521096,0.17
104,1433,130623,1436853,0.38
111,1879,544675,5446750,0.44
63,822,626796,25071840,0.45
60,1736,502379,5023790,0.49
158,1746,1503,37575,0.47
76,1644,257749,4123984,0.5
11,13,96978,1163736,0.2
72,1688,47314,757024,0.19
160,1302,2000,58000,0.11
160,173,2002,110110,0.2
89,1847,607797,4254579,0.15
139,1425,707104,19798912,0.31
135,1133,572928,5729280,0.21
151,1463,726668,20346704,0.34
9,1838,605950,9695200,0.49
93,1845,619587,19207197,0.25
37,1932,286634,14331700,0.16
158,1413,1504,15040,0.14
92,1689,45658,1141450,0.24
108,640,339727,20043893,0.44
161,873,1501,37525,0.1
61,1724,898376,39528544,0.15
74,1124,370877,7417540,0.36
56,2,673690,4042140,0.4
92,1298,755155,27940735,0.25
159,865,1508,70876,0.25
29,838,249638,7988416,0.16
21,666,494320,28176240,0.47
98,1722,834488,25034640,0.13
160,1048,1997,115826,0.47
162,734,1500,75000,0.15
125,1086,973008,32109264,0.44
5,1635,497512,2487560,0.15
158,1833,1502,57076,0.28
100,924,700751,9810514,0.47
160,500,2000,56000,0.28
145,1861,985811,11829732,0.37
36,1344,77938,1247008,0.17
45,1423,72903,1093545,0.17
4,1511,894433,15205361,0.41
161,293,1499,55463,0.46
118,1304,544456,2722280,0.13
140,1266,450973,3156811,0.19
110,1427,287155,8040340,0.36
88,641,321751,9009028,0.25
138,18,611957,10403269,0.39
161,447,1501,12008,0.48
68,1947,8055,265815,0.29
39,1651,747259,21670511,0.15
143,373,65161,390966,0.28
53,1082,366187,2563309,0.29
92,1301,140294,2384998,0.23
120,1492,95549,5064097,0.34
45,839,552089,3864623,0.35
124,612,449191,13026539,0.36
99,1289,588006,4704048,0.12
162,1606,1499,20986,0.42
101,1343,277228,7485156,0.1
37,1644,904113,14465808,0.32
11,674,796043,19105032,0.33
112,1652,601607,20454638,0.1
9,141,202455,8705565,0.27
111,827,996702,12957126,0.27
20,1735,291240,7572240,0.3
60,1604,509546,27005938,0.16
161,677,1497,20958,0.28
156,1623,781299,16407279,0.43
57,1156,831774,22457898,0.34
153,385,845315,20287560,0.18
162,1255,1499,65956,0.28
61,1100,886505,37233210,0.15
72,1808,51329,2617779,0.3
33,1905,582056,5238504,0.46
100,859,83500,417500,0.36
159,1619,1510,42280,0.43
126,1904,564200,15233400,0.35
57,1687,6011,48088,0.26
88,1344,250899,4014384,0.23
131,660,712557,32065065,0.19
162,962,1502,21028,0.17
138,238,299081,10467835,0.15
158,1601,1497,11976,0.13
161,1523,1504,46624,0.28
12,9,959442,6716094,0.19
23,1308,892944,29467152,0.25
160,587,2001,70035,0.28
82,1439,123143,4925720,0.26
141,1020,774817,23244510,0.3
162,67,1502,63084,0.24
155,506,139946,2798920,0.15
138,54,10858,260592,0.5
35,1892,206490,3510330,0.3
140,752,20417,163336,0.15
4,1225,184224,9026976,0.4
140,1201,316820,12672800,0.29
159,1771,1516,69736,0.13
156,346,797805,13562685,0.3
157,1000,967200,34819200,0.47
68,1117,369539,3695390,0.14
100,1594,557842,9483314,0.44
127,314,950145,18052755,0.18
104,1509,569092,13658208,0.49
162,12,1497,28443,0.37
21,1802,419717,20985850,0.14
94,32,467169,14949408,0.32
162,1599,1499,37475,0.36
20,167,394016,5516224,0.26
92,69,658667,20418677,0.32
74,1260,321783,18985197,0.49
108,1812,461645,14772640,0.12
135,1796,771490,45517910,0.25
162,608,1503,82665,0.3
160,949,2003,92138,0.44
67,171,402455,3622095,0.1
67,1487,131624,5001712,0.34
59,1480,144009,5472342,0.3
135,1440,410429,17648447,0.25
97,687,880187,14963179,0.26
96,1620,784651,21970228,0.22
69,1354,307459,9223770,0.23
116,779,636915,21018195,0.32
136,1672,103537,2899036,0.33
159,1150,1508,46748,0.26
130,1835,299301,6584622,0.31
34,1418,185547,5566410,0.16
158,1665,1498,56924,0.3
47,375,193213,966065,0.16
39,949,451352,20762192,0.19
56,1810,701713,40699354,0.21
161,735,1502,69092,0.41
134,1848,116030,2552660,0.41
78,581,653788,18959852,0.29
44,992,364006,12376204,0.32
161,564,1504,40608,0.19
158,1777,1504,85728,0.46
67,1255,803333,35346652,0.21
160,1228,2004,48096,0.18
112,1927,21911,766885,0.29
162,718,1493,89580,0.16
158,1304,1499,7495,0.29
116,295,359128,17956400,0.33
161,1873,1498,62916,0.19
158,317,1499,22485,0.2
159,151,1513,15130,0.17
162,1143,1502,37550,0.32
95,1338,497116,13919248,0.21
162,1240,1505,45150,0.14
162,942,1497,40419,0.26
117,935,372246,7817166,0.47
159,813,1509,49797,0.32
129,291,909581,17282039,0.48
46,1405,560663,22426520,0.3
161,650,1501,24016,0.45
42,1645,579662,8115268,0.11
35,142,404503,6876551,0.23
160,1337,2003,54081,0.2
162,1307,1502,15020,0.11
24,637,472263,24085413,0.5
75,1302,932209,27034061,0.22
76,1192,981861,20619081,0.36
158,1973,1502,36048,0.26
110,1949,704590,20433110,0.48
147,1523,415153,12869743,0.47
158,1284,1502,69092,0.28
41,1215,649145,22720075,0.15
72,1150,739551,22926081,0.44
33,1722,213298,6398940,0.31
158,931,1502,15020,0.2
159,1139,1507,60280,0.36
160,560,2003,42063,0.2
158,27,1500,43500,0.26
54,1109,508238,19313044,0.33
118,214,932426,22378224,0.29
46,166,32301,1421244,0.47
160,20,2000,18000,0.11
65,1742,379774,18608926,0.46
162,1095,1497,38922,0.19
71,1015,521943,30272694,0.23
92,1421,146011,6862517,0.15
76,812,985785,7886280,0.3
158,1355,1501,45030,0.28
15,842,29402,235216,0.28
158,1251,1500,81000,0.34
136,1766,589705,22998495,0.11
2,347,943050,26405400,0.45
127,355,29378,146890,0.27
161,357,1503,39078,0.1
158,1919,1502,43558,0.21
151,73,370162,20729072,0.5
50,131,237225,8777325,0.36
159,1762,1510,73990,0.2
159,527,1509,89031,0.47
160,1973,2004,48096,0.19
127,245,19597,548716,0.48
4,296,992735,42687605,0.45
85,393,277395,1664370,0.25
159,1705,1511,45330,0.13
97,1497,439087,18002567,0.23
158,27,1501,43529,0.19
110,757,816528,36743760,0.14
160,201,2001,60030,0.22
160,1027,2000,94000,0.11
161,710,1505,9030,0.26
160,1933,1998,17982,0.32
83,1100,409312,17191104,0.46
108,1746,737238,18430950,0.21
110,166,278785,12266540,0.45
160,1484,1999,119940,0.49
109,1086,477223,15748359,0.31
160,1660,2000,58000,0.17
158,638,1501,81054,0.29
135,1038,233776,5610624,0.15
58,1513,113975,3533225,0.47
59,1454,446031,8920620,0.44
147,1231,753925,17340275,0.31
80,356,419237,24734983,0.35
46,445,769010,45371590,0.23
102,251,3337,110121,0.26
109,670,990415,32683695,0.45
66,159,753640,22609200,0.37
32,158,69201,692010,0.33
73,673,472465,20315995,0.1
106,1324,686840,20605200,0.35
162,1518,1500,52500,0.1
160,978,2002,54054,0.48
109,455,118715,7122900,0.48
53,1012,635414,38124840,0.47
159,344,1510,37750,0.48
130,257,738339,39870306,0.17
103,1788,661222,6612220,0.36
23,1740,779947,14039046,0.22
67,196,177968,1601712,0.13
89,20,353746,3183714,0.41
17,1127,15502,139518,0.22
132,1923,595343,17860290,0.28
67,1802,718630,35931500,0.27
158,1336,1503,81162,0.29
158,941,1504,9024,0.23
159,243,1511,7555,0.25
2,1438,961428,31727124,0.35
94,253,328096,16404800,0.21
114,541,796531,20709806,0.24
131,983,918120,25707360,0.21
160,1861,2003,24036,0.38
26,1604,706845,37462785,0.25
146,1605,331980,1991880,0.15
80,1557,982812,9828120,0.3
138,1345,79541,397705,0.31
111,1366,537505,11825110,0.32
111,962,113652,1591128,0.11
92,1889,896972,15248524,0.21
158,287,1497,11976,0.42
130,1639,612304,11021472,0.1
160,142,2000,34000,0.15
106,1964,944425,13221950,0.19
18,1281,464643,5111073,0.37
159,1103,1507,66308,0.42
159,41,1510,34730,0.14
158,469,1495,38870,0.41
29,699,450225,3151575,0.24
162,796,1499,62958,0.18
8,1565,326765,5555005,0.21
76,1795,531356,23911020,0.46
43,1034,527998,25343904,0.32
64,1669,888557,26656710,0.18
158,1967,1500,54000,0.34
84,379,370687,13715419,0.24
107,1530,12130,424550,0.12
158,1255,1500,66000,0.11
158,507,1500,24000,0.21
151,257,528640,28546560,0.21
161,627,1502,12016,0.25
43,893,927822,42679812,0.32
158,1795,1501,67545,0.11
72,1939,302200,16621000,0.25
161,173,1501,82555,0.5
158,736,1502,60080,0.2
158,177,1500,51000,0.19
96,823,992359,28778411,0.31
162,324,1496,35904,0.2
160,1238,1998,91908,0.19
115,270,761051,4566306,0.14
123,483,497941,26390873,0.18
75,1383,309056,8653568,0.16
162,1016,1500,69000,0.2
34,1298,270955,10025335,0.39
132,1930,165928,1991136,0.12
64,500,666428,18659984,0.39
59,1947,476639,15729087,0.33
83,164,435795,15688620,0.35
158,127,1498,7490,0.44
38,205,157873,1420857,0.35
161,394,1499,55463,0.35
160,290,1996,43912,0.11
42,1581,921940,9219400,0.29
150,1452,600597,19219104,0.4
159,102,1506,78312,0.25
112,267,571971,16015188,0.45
159,343,1509,54324,0.3
161,248,1498,11984,0.13
161,1201,1508,60320,0.1
158,106,1499,50966,0.23
160,1451,1998,57942,0.34
95,1596,300263,9908679,0.37
116,700,597392,34051344,0.35
160,1546,1996,21956,0.36
24,291,402722,7651718,0.23
162,1204,1502,67590,0.23
19,249,966446,23194704,0.27
153,1196,968538,5811228,0.48
138,1336,913925,49351950,0.11
25,1138,876624,16655856,0.19
138,728,815104,4075520,0.39
162,1970,1501,7505,0.46
42,29,727809,5094663,0.18
160,1879,2003,20030,0.4
158,1375,1501,18012,0.45
102,997,691628,19365584,0.3
160,777,1998,17982,0.25
84,1299,203396,9356216,0.49
144,261,408270,9798480,0.31
58,1119,573813,22952520,0.17
93,605,651124,19533720,0.2
161,483,1503,79659,0.4
154,1247,249739,11238255,0.34
137,1887,519468,10908828,0.41
128,928,986728,50323128,0.46
160,1963,2000,46000,0.27
78,430,628505,4399535,0.15
151,1729,461222,24905988,0.4
80,1998,122848,6510944,0.21
119,1034,962410,46195680,0.43
18,43,311074,5599332,0.15
158,1529,1499,28481,0.36
54,1300,452658,9053160,0.28
26,1746,765253,19131325,0.19
133,1279,492792,14290968,0.45
3,620,373150,18284350,0.42
137,406,322003,18998177,0.42
161,1494,1508,70876,0.18
149,1180,945709,41611196,0.31
161,844,1500,12000,0.18
141,539,230558,6225066,0.41
159,365,1513,59007,0.15
70,553,533151,26657550,0.11
5,151,845389,8453890,0.45
50,1308,34202,1128666,0.2
159,163,1513,40851,0.2
161,1815,1502,19526,0.45
67,599,297869,14893450,0.13
100,1755,993009,10923099,0.37
161,1499,1498,82390,0.31
158,1924,1497,40419,0.45
160,1571,2000,54000,0.47
160,1217,2002,60060,0.28
162,220,1502,21028,0.32
160,1991,2004,60120,0.21
162,693,1496,28424,0.25
162,1720,1496,23936,0.24
162,720,1500,57000,0.44
53,572,861676,30158660,0.48
49,230,338065,4056780,0.1
24,1754,78663,943956,0.45
119,845,891433,46354516,0.4
17,794,72683,3997565,0.11
53,1113,784961,8634571,0.42
37,1086,545793,18011169,0.34
160,3,2006,110330,0.47
140,1677,504558,25732458,0.23
87,1858,855529,19677167,0.2
67,1016,804741,37018086,0.27
144,1026,939761,24433786,0.26
159,1971,1511,66484,0.19
160,160,2000,50000,0.48
75,264,533429,32005740,0.13
77,205,168118,1513062,0.49
52,1178,746977,18674425,0.48
143,376,722488,5057416,0.27
127,109,316583,9497490,0.41
161,1497,1502,61582,0.37
161,1899,1502,88618,0.45
0,1788,616124,6161240,0.12
145,1058,660266,15846384,0.48
159,682,1508,34684,0.36
133,393,797172,4783032,0.12
91,641,839929,23518012,0.2
162,1093,1505,43645,0.18
155,1360,194360,1943600,0.45
159,1263,1504,27072,0.37
121,92,515999,9803981,0.4
12,589,265280,7693120,0.37
99,1302,931113,27002277,0.15
117,1069,529294,10585880,0.49
162,1743,1495,44850,0.14
160,1025,2003,60090,0.29
123,600,490084,21073612,0.27
30,1321,21869,590463,0.29
87,1753,559417,17901344,0.26
142,1177,650973,9764595,0.39
158,377,1496,14960,0.15
161,146,1498,20972,0.38
90,1613,13879,374733,0.37
12,776,746016,26110560,0.22
131,27,980761,28442069,0.43
147,600,781418,33600974,0.27
161,16,1502,85614,0.33
131,1409,281682,9858870,0.28
102,409,689104,13092976,0.24
22,247,714948,13584012,0.38
61,461,573509,26954923,0.12
137,696,155343,2951517,0.17
127,1799,703052,22497664,0.44
50,1927,862220,30177700,0.22
159,1081,1515,39390,0.26
121,1029,421805,12654150,0.29
94,939,657071,17740917,0.17
84,1706,298934,14946700,0.11
3,1787,489371,27404776,0.46
19,421,868689,42565761,0.32
160,1039,1996,25948,0.34
5,1882,142412,2990652,0.2
92,1575,699484,7694324,0.14
109,255,493973,15807136,0.29
113,1783,285190,9696460,0.17
125,1871,452742,5885646,0.1
87,1999,188549,2262588,0.34
158,370,1498,70406,0.36
12,1041,825343,42092493,0.35
110,1390,97825,1760850,0.18
162,531,1500,30000,0.3
4,954,344179,12046265,0.34
162,833,1498,35952,0.2
159,438,1512,86184,0.18
83,479,824596,42878992,0.31
130,1839,315231,6304620,0.15
105,637,700477,35724327,0.27
161,1560,1499,16489,0.13
44,752,461264,3690112,0.27
29,1261,347802,6608238,0.38
159,813,1509,49797,0.38
91,955,787026,11805390,0.29
162,1051,1500,34500,0.43
109,953,460462,10130164,0.37
148,1675,624293,18728790,0.41
124,1900,711544,19211688,0.45
52,1270,195304,1367128,0.41
160,1279,1999,57971,0.25
81,1312,552234,7731276,0.23
11,792,174009,1914099,0.25
125,817,68763,1994127,0.42
51,1265,862718,8627180,0.38
16,1103,121036,5325584,0.38
58,276,233345,4666900,0.46
162,1417,1500,28500,0.46
73,403,421021,23998197,0.44
161,107,1499,28481,0.17
112,1357,553226,18809684,0.22
110,823,184545,5351805,0.45
97,1513,58645,1817995,0.29
111,1662,905488,32597568,0.2
160,279,2000,60000,0.47
101,1595,812463,15436797,0.14
119,1142,272226,15244656,0.2
161,1751,1501,48032,0.29
158,280,1504,31584,0.48
83,1508,151931,2127034,0.3
159,1314,1514,56018,0.25
161,1059,1500,37500,0.38
159,322,1511,18132,0.31
83,1913,905644,21735456,0.48
20,1007,180132,1981452,0.42
66,1023,704649,19025523,0.3
108,1519,75915,4478985,0.19
144,746,127940,7676400,0.32
151,561,197820,5736780,0.49
30,1268,839047,13424752,0.4
154,158,396279,3962790,0.44
144,915,180802,2169624,0.36
101,1849,177098,6729724,0.36
28,175,47096,1836744,0.15
28,1908,613704,36822240,0.39
162,1958,1498,61418,0.36
86,959,26527,689702,0.39
160,750,2005,48120,0.11
122,1167,707838,31144872,0.16
151,44,475186,10929278,0.2
96,955,471860,7077900,0.16
19,1532,386170,18536160,0.31
162,335,1502,82610,0.42
50,507,625724,10011584,0.39
122,203,809807,17815754,0.38
161,1822,1498,71904,0.17
116,1748,301983,16911048,0.37
159,1890,1512,31752,0.3
161,1981,1501,13509,0.4
158,878,1506,79818,0.42
116,900,810713,20267825,0.14
57,1121,913199,13697985,0.45
160,885,2003,52078,0.42
98,1198,457153,8228754,0.43
57,750,585418,14050032,0.48
1,312,828697,24032213,0.19
159,1246,1510,45300,0.28
61,138,778088,42016752,0.23
160,1059,1996,49900,0.43
148,395,642507,7067577,0.49
158,721,1501,16511,0.35
71,1944,319014,14993658,0.12
136,1590,273107,5462140,0.36
135,667,729118,37914136,0.33
60,1250,451992,13559760,0.48
53,715,315716,11365776,0.13
100,1326,337784,8782384,0.45
123,712,522732,20386548,0.37
90,230,796139,9553668,0.19
160,1894,1998,109890,0.33
161,1336,1503,81162,0.22
162,186,1494,38844,0.5
119,1715,559985,4479880,0.37
79,1400,218709,10279323,0.17
16,893,565148,25996808,0.11
25,1610,38162,2022586,0.44
9,428,757800,18187200,0.34
143,977,607629,17621241,0.49
30,1417,49629,942951,0.15
161,1255,1502,66088,0.24
111,1030,297211,9510752,0.26
111,181,735370,39709980,0.34
129,771,656400,33476400,0.35
158,1007,1496,16456,0.18
127,1160,189336,5301408,0.45
160,50,2004,36072,0.41
98,818,493124,22190580,0.44
53,1032,273541,13677050,0.48
159,1389,1510,45300,0.29
162,906,1503,15030,0.29
23,1726,191672,6133504,0.39
85,1528,260383,1822681,0.16
135,569,16674,917070,0.48
162,1854,1502,81108,0.31
135,1484,655533,39331980,0.38
92,1159,139141,5565640,0.33
151,473,47339,1988238,0.12
93,396,568198,9091168,0.27
95,1921,475390,12835530,0.11
159,258,1511,31731,0.39
66,941,647481,3884886,0.17
19,479,627163,32612476,0.13
44,1642,834591,39225777,0.35
92,1570,122471,4531427,0.29
159,864,1510,51340,0.23
22,1924,123527,3335229,0.43
162,337,1500,15000,0.46
45,75,723032,36874632,0.27
159,790,1505,73745,0.25
11,48,626975,12539500,0.26
159,1309,1509,89031,0.37
43,32,74569,2386208,0.11
161,1771,1502,69092,0.23
162,864,1500,51000,0.24
22,510,683821,29404303,0.28
158,172,1501,40527,0.33
38,951,190095,5702850,0.26
158,1763,1494,44820,0.29
97,980,567714,20437704,0.28
158,151,1496,14960,0.43
39,32,234884,7516288,0.23
159,140,1507,52745,0.19
28,1190,282030,8742930,0.24
74,1167,587005,25828220,0.31
162,466,1501,27018,0.49
105,961,950211,54162027,0.5
162,1266,1499,10493,0.34
63,1882,966499,20296479,0.15
142,955,488846,7332690,0.48
147,1360,858739,8587390,0.11
142,436,222235,10445045,0.21
62,1232,611361,16506747,0.41
59,1166,384560,14997840,0.12
162,240,1497,11976,0.3
113,494,100900,4742300,0.31
1,1291,353995,2831960,0.33
82,480,898317,23356242,0.14
34,1904,452594,12220038,0.36
17,589,779566,22607414,0.34
121,1991,516329,15489870,0.17
7,269,823040,8230400,0.22
154,1323,462578,8326404,0.38
42,1903,223411,12287605,0.28
158,1214,1502,57076,0.16
44,110,219868,4837096,0.2
72,1126,20908,397252,0.33
39,272,276459,8846688,0.44
159,1495,1510,55870,0.42
101,237,160505,5296665,0.12
158,176,1497,37425,0.41
160,1626,1996,69860,0.2
162,1645,1499,20986,0.44
162,767,1499,37475,0.22
94,1316,56678,2663866,0.14
107,953,138652,3050344,0.25
64,1758,849947,17848887,0.29
52,820,238293,1668051,0.5
162,941,1499,8994,0.21
122,232,154871,3716904,0.21
97,640,262199,15469741,0.13
48,1540,832418,24972540,0.26
58,1141,786982,10230766,0.35
123,1936,927531,47304081,0.45
16,1952,487622,19992502,0.36
44,627,175335,1402680,0.2
160,480,2005,52130,0.42
12,1535,296353,12743179,0.16
107,666,113263,6455991,0.13
54,891,463132,12967696,0.48
89,283,506702,4560318,0.12
53,1340,284408,3128488,0.36
142,1688,676169,10818704,0.27
159,683,1508,13572,0.1
60,1090,570468,5704680,0.45
162,1087,1501,15010,0.23
162,1527,1499,23984,0.32
105,1408,311500,4672500,0.15
162,449,1495,40365,0.32
158,237,1493,49269,0.16
18,1989,284850,4557600,0.18
161,1220,1502,37550,0.11
44,1565,892070,15165190,0.32
103,25,440889,3968001,0.44
159,931,1508,15080,0.15
34,1387,223990,6943690,0.33
82,1592,784679,32956518,0.2
110,1961,746734,16428148,0.33
38,904,562948,31525088,0.2
141,260,926571,26870559,0.37
60,864,580605,19740570,0.41
46,935,619042,12999882,0.47
123,743,361352,20597064,0.34
121,1852,416255,7492590,0.28
158,1173,1498,43442,0.47
133,1478,773058,36333726,0.21
131,939,323820,8743140,0.4
162,21,1502,42056,0.23
67,1262,642234,9633510,0.39
45,1165,835331,44272543,0.16
143,927,149524,3140004,0.13
140,1352,88894,2489032,0.21
159,290,1509,33198,0.11
39,1622,710256,18466656,0.2
12,373,650631,3903786,0.22
8,613,603174,6634914,0.49
159,552,1505,51170,0.15
48,158,380549,3805490,0.43
7,382,656998,32192902,0.23
82,387,12236,501676,0.28
159,548,1502,61582,0.42
87,1133,448580,4485800,0.39
61,1456,926010,37966410,0.14
159,1913,1512,36288,0.17
36,1696,280978,3652714,0.18
30,719,438282,23228946,0.35
34,449,356063,9613701,0.19
88,1382,960360,32652240,0.38
160,761,2002,34034,0.5
103,821,490530,7357950,0.16
75,461,180315,8474805,0.25
161,790,1502,73598,0.3
106,61,529777,31256843,0.42
162,1913,1493,35832,0.41
162,1337,1505,40635,0.24
162,635,1499,50966,0.29
91,1211,804463,10458019,0.33
142,1682,459057,9640197,0.43
113,1065,294570,5891400,0.2
